# BSL Gesture Data
"# User: 002, Gesture: 5 (Five), Sample: 4"
timestamp_ms,thumb,index,middle,ring,pinky
2.023,34,0,196,183,4
22.480,26,0,194,186,4
43.448,39,0,193,186,3
64.438,34,0,205,187,3
85.522,35,0,208,186,2
106.412,34,0,185,186,4
127.480,35,0,185,187,2
148.468,34,0,181,186,1
169.477,33,0,257,181,1
190.451,4,0,240,172,1
211.593,17,0,272,106,4
232.463,4,81,236,108,13
253.417,25,87,288,70,15
274.422,10,109,310,151,20
296.343,20,148,353,301,18
316.547,76,187,357,431,19
337.446,150,191,373,473,19
358.445,171,237,436,491,97
379.569,176,305,452,511,186
400.501,194,343,570,521,247
421.627,190,329,612,533,269
442.494,239,373,614,513,277
463.702,400,365,622,535,286
484.665,495,491,624,543,292
505.468,507,502,626,525,296
526.403,498,516,627,533,300
547.464,488,514,625,527,300
568.469,486,528,629,540,303
589.596,502,533,623,540,306
610.470,492,533,624,541,305
631.406,500,553,625,540,306
654.246,504,556,622,537,307
673.571,514,550,625,533,306
695.330,505,543,624,535,307
716.961,519,539,624,535,299
737.403,508,535,618,531,294
757.586,489,536,614,528,285
780.478,430,518,612,509,262
799.597,431,478,612,497,232
821.853,410,423,612,486,198
841.783,248,271,609,457,92
862.436,40,254,609,444,18
883.507,22,267,592,309,22
904.787,21,236,497,272,17
925.490,0,225,404,307,19
946.541,0,205,358,257,15
967.474,4,110,327,39,4
989.341,6,112,325,10,0
1009.522,1,113,273,11,0
1030.384,11,106,181,8,0
1051.328,30,104,92,33,1
1072.453,3,97,62,39,4
1093.497,33,103,59,48,4
1114.467,12,97,58,95,0
1135.328,114,94,39,108,1
1156.352,245,88,225,142,2
1177.342,265,92,232,149,1
1198.310,259,91,234,173,3
1219.318,277,83,237,181,7
1240.444,295,86,230,179,2
1261.403,293,84,269,206,3
1282.319,298,82,291,201,4
1303.302,299,85,292,186,5
1324.353,301,86,288,224,2
1345.303,300,83,291,220,1
1366.306,295,86,268,234,3
1387.462,289,87,277,240,3
1408.323,272,87,274,234,3
1429.311,265,87,278,229,2
1450.303,255,89,260,244,2
1471.297,238,86,262,239,7
1492.306,232,84,254,246,7
1513.302,1,88,278,231,1
1534.308,0,85,263,222,2
1555.405,0,84,284,224,1
1576.328,0,83,282,225,1
1597.291,0,85,281,195,2
1618.356,1,84,271,188,2
1639.326,2,62,252,196,2
1660.414,1,6,262,188,6
1681.963,0,5,274,182,2
1702.405,1,5,275,182,2
1723.405,1,8,261,162,2
1744.356,1,3,260,174,4
1765.327,1,1,260,174,2
1786.332,0,2,259,178,2
1807.368,2,9,268,178,2
1828.828,1,0,268,178,2
1849.303,0,0,269,188,3
1870.340,0,1,272,182,3
1891.464,1,0,282,181,2
1912.651,1,0,281,182,1
1933.377,0,1,279,181,3
1954.423,0,3,269,181,1
1975.348,0,2,269,184,2
1996.308,0,1,256,181,1
2017.311,0,3,272,180,1
