# BSL Gesture Data
"# User: 006, Gesture: 0 (Zero), Sample: 3"
timestamp_ms,thumb,index,middle,ring,pinky
1.978,41,10,399,65,6
22.605,40,12,402,65,3
43.617,41,12,402,65,4
64.598,46,11,399,63,3
85.593,43,20,398,62,3
106.565,44,21,399,63,3
127.615,42,17,396,62,6
148.666,40,26,399,63,4
169.650,41,24,398,60,3
190.641,41,25,392,60,3
211.616,41,25,384,55,2
232.865,42,26,378,48,4
253.638,38,21,371,56,3
274.630,31,24,366,48,3
295.587,31,21,364,42,3
316.614,31,24,336,37,3
337.600,37,3,326,43,28
358.604,40,3,275,57,44
379.599,44,2,335,63,45
400.611,113,17,381,50,48
421.602,190,20,399,85,49
442.637,195,19,411,103,52
463.586,228,63,450,136,54
484.608,267,70,469,131,53
505.607,291,78,471,155,52
526.713,312,75,498,182,52
547.767,314,79,510,218,51
568.611,322,74,545,282,55
589.637,332,88,560,304,69
610.635,351,96,569,304,67
631.639,354,102,586,336,76
652.632,360,100,587,355,74
673.688,353,104,585,360,63
694.610,359,97,584,351,67
715.627,364,111,571,371,60
736.638,370,120,574,371,66
757.672,374,123,564,374,65
778.600,380,125,563,342,63
799.647,431,118,546,326,225
820.710,450,118,516,320,229
841.649,489,112,516,338,229
862.674,530,109,516,331,227
883.674,536,114,524,304,231
904.692,542,108,538,307,228
925.691,545,110,518,310,230
946.636,546,111,502,327,231
967.638,553,109,548,335,229
988.643,554,111,541,311,230
1009.629,556,108,550,316,232
1030.644,554,108,551,308,235
1051.666,559,106,555,304,238
1072.638,559,105,556,309,242
1093.615,558,105,560,297,244
1114.591,560,105,557,303,243
1135.588,560,106,557,300,239
1156.598,559,106,555,295,237
1177.638,559,104,552,301,235
1198.675,560,105,555,304,234
1219.654,560,104,552,312,234
1240.679,560,107,549,314,231
1261.589,560,108,555,317,232
1282.651,559,106,554,300,232
1303.678,559,106,555,308,230
1324.815,560,109,552,304,232
1345.672,558,106,554,292,232
1366.692,559,108,553,305,231
1387.828,556,108,550,298,230
1409.366,558,107,546,302,230
1429.644,558,107,539,302,230
1450.713,558,107,538,298,229
1471.695,556,109,537,311,231
1492.694,557,110,535,305,233
1513.725,557,109,536,298,231
1534.726,557,110,537,290,231
1555.704,557,108,537,296,229
1576.676,553,110,538,295,231
1597.703,511,109,533,301,230
1619.090,521,108,537,304,231
1639.705,529,108,540,298,231
1660.709,496,108,547,306,230
1681.722,474,107,547,309,228
1702.701,477,108,548,306,228
1723.578,475,110,548,300,229
1744.578,471,110,545,316,229
1765.690,469,107,546,315,229
1786.807,470,108,544,318,229
1807.701,472,107,555,320,228
1828.739,474,110,551,307,230
1849.843,474,108,549,302,229
1870.586,474,108,552,307,229
1891.579,473,108,555,314,229
1912.874,475,106,550,326,228
1933.700,476,111,553,310,228
1954.698,475,106,557,317,229
1975.734,476,105,559,310,227
1996.561,477,106,557,310,228
2017.610,475,105,557,313,228
