# BSL Gesture Data
"# User: 004, Gesture: 2 (Two), Sample: 5"
timestamp_ms,thumb,index,middle,ring,pinky
2.039,132,85,220,71,0
22.553,153,89,219,77,1
43.529,164,85,221,73,0
64.535,182,86,223,77,1
85.520,177,87,217,78,1
106.499,180,87,217,74,1
127.698,172,85,223,83,0
148.565,194,88,227,83,0
169.652,190,88,222,63,0
195.352,192,89,227,36,0
215.725,191,89,145,21,0
232.442,211,92,138,16,0
253.470,265,223,132,55,0
274.451,270,279,162,270,0
295.491,282,227,159,328,0
316.508,289,122,215,450,1
337.489,291,93,275,473,132
358.534,325,88,272,483,61
379.525,345,111,264,484,185
400.942,375,186,249,489,225
421.545,374,198,260,483,237
442.499,423,192,253,496,240
463.581,462,180,243,494,241
485.163,479,195,246,496,249
505.576,487,175,243,500,248
526.514,498,147,246,501,251
547.725,515,148,239,503,249
568.534,536,135,247,503,257
589.539,550,122,247,504,255
610.635,538,120,249,504,255
631.696,543,119,251,506,244
652.646,550,125,246,503,241
673.537,553,111,253,504,240
694.527,556,126,285,503,241
715.807,556,129,334,504,239
736.733,553,127,335,503,240
757.843,552,129,342,502,241
778.499,552,127,328,498,237
799.568,556,127,330,497,244
820.623,556,133,333,494,242
841.547,558,130,336,495,242
862.532,556,131,339,493,242
883.920,556,130,339,493,241
905.589,556,128,343,494,238
925.569,555,127,347,495,239
946.659,558,127,351,495,237
968.719,560,125,354,497,234
988.533,558,127,352,496,237
1009.516,552,125,349,499,238
1030.489,549,125,350,498,237
1051.498,549,124,348,498,239
1072.480,548,126,351,498,239
1093.491,547,125,353,498,237
1114.489,548,110,353,497,236
1135.464,547,108,356,499,236
1156.463,544,112,354,499,235
1177.494,546,115,354,498,236
1198.471,542,111,352,499,234
1219.472,540,110,352,498,234
1240.478,538,111,356,498,234
1261.487,538,117,357,499,231
1282.481,535,114,355,500,233
1303.585,526,112,354,498,229
1325.173,534,107,352,499,227
1345.508,538,114,352,499,229
1366.456,534,118,350,499,229
1387.649,534,117,353,498,231
1408.468,532,116,354,500,228
1429.514,531,116,354,500,232
1450.747,527,116,352,499,230
1471.509,523,116,351,499,231
1492.543,519,113,353,500,227
1513.597,518,114,354,499,228
1534.475,510,115,354,499,228
1555.636,513,115,354,499,231
1576.524,515,115,355,498,229
1597.417,510,114,355,499,229
1618.449,515,115,353,497,230
1639.478,514,116,355,499,229
1660.465,513,116,355,499,231
1681.516,510,114,356,499,231
1702.608,511,113,354,500,231
1723.486,509,112,351,500,230
1744.452,505,113,354,498,230
1765.569,500,113,353,498,229
1786.575,494,112,355,499,229
1807.524,497,111,354,500,230
1828.680,499,109,355,500,229
1849.621,500,112,355,499,229
1870.546,500,113,355,499,230
1891.459,499,111,353,499,229
1912.840,499,112,355,499,229
1933.951,500,114,356,498,231
1954.759,500,112,354,499,230
1975.637,499,112,355,499,229
1996.583,497,113,355,498,227
2017.610,500,113,352,500,228
