# BSL Gesture Data
"# User: 005, Gesture: 10 (Static), Sample: 5"
timestamp_ms,thumb,index,middle,ring,pinky
1.536,13,79,489,31,45
22.779,14,78,488,33,46
43.716,14,80,489,31,45
64.768,12,79,484,32,46
85.754,13,79,485,33,46
106.703,13,79,486,30,45
130.308,14,79,486,31,44
148.688,12,79,486,31,43
169.738,13,80,486,30,44
190.766,13,79,486,32,44
212.040,15,80,487,31,44
232.744,14,79,484,32,45
254.171,13,78,488,32,46
274.847,13,78,487,31,45
295.694,14,79,490,31,46
316.690,15,77,484,32,46
337.709,13,79,487,30,46
358.715,14,79,485,34,46
379.677,14,79,486,30,46
400.739,13,78,487,31,46
421.759,13,79,486,30,46
442.692,14,81,487,32,46
463.686,13,78,487,30,45
484.731,12,78,487,30,46
505.717,13,79,487,31,46
526.701,14,78,488,30,47
547.713,14,79,489,31,46
568.676,13,79,489,30,47
589.770,14,79,489,31,45
610.691,13,83,488,30,46
631.718,13,78,488,31,46
652.699,12,79,490,30,46
673.726,15,79,490,30,46
694.741,13,78,489,32,46
715.731,13,78,490,32,47
736.955,14,83,489,31,44
757.727,11,80,490,30,48
778.727,13,80,492,32,46
799.749,13,80,491,30,47
820.815,14,79,490,32,46
841.774,13,81,491,30,46
863.943,13,80,491,31,46
883.740,13,79,490,33,47
904.731,12,80,490,32,45
925.723,13,79,490,32,46
946.710,14,79,491,31,45
967.923,17,80,490,33,47
988.861,13,79,490,33,46
1009.713,16,81,489,32,46
1030.690,16,79,490,33,47
1051.676,15,79,491,33,47
1072.661,14,79,488,32,45
1093.682,15,80,487,33,46
1114.655,16,81,490,33,45
1135.668,15,80,489,32,45
1156.690,13,80,488,33,46
1177.697,15,80,488,32,45
1198.728,17,80,487,32,48
1223.089,14,80,487,32,47
1242.168,15,80,486,33,45
1261.846,13,81,488,32,47
1288.014,16,80,486,31,46
1303.671,15,79,485,33,47
1324.696,14,80,486,32,46
1345.718,12,79,487,33,46
1367.496,14,80,487,32,46
1387.723,17,80,487,32,48
1408.738,15,80,486,32,47
1429.763,16,80,486,33,48
1452.147,13,80,488,32,46
1471.748,14,79,488,34,45
1492.806,16,80,487,32,48
1513.732,14,80,489,32,47
1534.721,14,79,488,32,49
1555.843,14,80,489,33,46
1576.711,13,79,487,31,48
1597.828,15,81,488,33,47
1618.731,16,79,486,33,46
1639.865,14,79,488,33,47
1660.805,14,79,487,31,48
1681.726,13,80,487,33,48
1703.079,14,80,488,30,47
1723.668,14,79,487,32,47
1744.669,13,80,488,32,47
1765.792,13,83,487,31,47
1787.059,19,79,488,32,50
1807.691,14,79,487,32,46
1828.700,17,80,487,32,48
1849.726,13,80,487,32,47
1870.929,15,80,488,31,46
1891.743,14,81,489,31,47
1912.743,16,79,489,32,46
1933.699,15,79,490,33,47
1954.739,15,79,490,33,50
1975.760,16,80,490,32,48
1996.670,16,79,489,31,47
2017.666,17,80,491,33,47
