# BSL Gesture Data
"# User: 001, Gesture: 3 (Three), Sample: 9"
timestamp_ms,thumb,index,middle,ring,pinky
2.076,10,29,214,67,31
23.065,13,20,214,40,23
44.055,28,20,210,43,31
65.026,30,19,196,41,24
85.992,30,18,206,26,28
107.007,36,15,78,16,20
128.094,35,36,2,12,36
149.037,174,37,2,5,33
170.400,155,34,1,34,41
192.553,40,33,1,26,46
212.047,155,51,0,25,43
233.207,214,52,16,26,67
254.066,264,54,53,42,74
275.455,276,55,41,55,70
296.090,280,56,89,50,69
317.035,305,57,96,46,78
338.028,363,53,141,13,72
359.134,361,46,160,12,79
380.225,372,54,148,14,78
401.076,430,67,147,15,78
422.071,437,67,170,24,77
443.042,444,68,170,43,76
464.428,444,66,202,48,62
485.022,460,70,219,48,131
506.040,466,69,241,49,150
527.079,477,71,252,50,188
548.095,482,68,274,50,184
569.091,484,66,295,52,186
590.336,487,67,312,54,183
611.036,490,67,307,51,190
632.033,494,68,303,55,196
653.053,507,68,308,55,197
674.553,508,69,297,51,197
696.299,508,67,310,43,198
716.067,512,69,307,34,201
737.067,512,68,293,39,201
758.005,516,69,291,38,203
779.046,523,70,289,38,203
800.015,524,70,237,41,203
820.977,524,70,243,38,204
842.031,527,72,239,32,201
863.024,528,70,241,35,204
883.989,527,72,231,21,201
905.016,527,72,233,17,205
926.029,528,72,223,19,203
947.053,528,70,214,19,203
968.059,527,71,217,19,203
989.036,526,71,209,18,202
1010.023,523,70,200,17,201
1031.002,523,72,216,16,201
1052.018,520,70,211,16,200
1072.992,520,70,209,13,200
1094.004,517,70,211,13,200
1114.997,517,71,216,12,197
1135.984,519,70,214,16,197
1156.971,516,72,223,17,195
1177.964,517,73,224,16,193
1199.026,516,68,222,18,191
1220.012,515,69,221,39,179
1241.045,511,70,208,42,173
1262.051,517,71,194,37,177
1283.029,513,72,195,36,175
1303.994,514,71,194,35,174
1325.080,514,71,206,27,172
1346.123,514,72,206,46,169
1367.073,511,73,201,47,168
1388.059,510,71,209,47,165
1409.035,513,72,207,50,162
1430.000,511,71,213,55,163
1451.011,511,71,228,58,161
1472.157,508,72,228,56,150
1492.999,508,69,205,54,156
1514.049,507,71,201,59,152
1535.158,508,71,205,58,152
1556.022,507,70,218,57,158
1577.001,506,70,215,57,168
1598.194,508,70,210,57,167
1619.002,508,71,214,60,159
1639.990,510,70,214,58,162
1661.066,510,69,214,59,164
1682.054,508,71,206,57,163
1703.031,508,70,212,64,154
1724.049,511,71,209,65,154
1745.018,511,69,202,67,154
1765.984,509,70,199,67,155
1786.988,509,72,194,69,155
1807.984,509,70,193,71,155
1829.091,506,72,198,72,151
1850.065,506,71,183,70,150
1871.010,503,71,192,68,152
1892.009,505,71,213,68,153
1913.319,505,71,191,67,160
1933.986,505,71,202,69,161
1954.989,504,70,211,69,160
1975.999,503,73,207,70,162
1997.037,503,70,225,68,162
2018.026,503,73,232,70,162
