# BSL Gesture Data
"# User: 004, Gesture: 8 (Eight), Sample: 5"
timestamp_ms,thumb,index,middle,ring,pinky
1.586,0,102,365,39,0
22.287,0,108,369,43,0
43.253,0,103,366,45,0
64.354,0,104,374,47,0
85.322,0,104,375,44,0
106.261,0,105,374,42,3
127.230,0,104,372,37,0
148.211,0,102,375,39,3
169.240,0,103,371,34,0
190.320,0,104,366,33,0
211.323,0,101,369,32,0
232.265,0,101,359,33,0
253.275,0,99,364,0,0
276.562,0,104,353,54,0
295.244,0,103,342,263,25
316.261,0,111,288,363,56
338.006,0,104,318,467,162
358.274,0,87,302,457,174
379.970,0,89,303,487,192
400.238,0,88,303,472,194
421.262,0,88,306,481,208
442.275,0,86,310,474,210
463.279,0,85,285,459,203
484.273,0,86,317,458,202
505.269,0,87,312,448,204
526.196,0,87,312,455,199
547.246,0,88,318,455,195
568.458,0,88,314,460,183
589.283,0,87,314,461,201
610.275,0,88,317,469,201
631.522,0,88,318,459,198
652.300,0,90,315,455,193
673.211,0,88,312,442,198
694.272,0,89,317,444,193
715.378,0,88,319,441,206
736.287,0,89,320,446,196
757.397,0,87,322,438,202
778.303,0,87,323,445,203
799.235,0,89,324,443,205
820.205,0,88,324,444,194
841.422,0,89,326,445,199
862.599,0,88,326,439,197
883.225,0,92,327,438,191
904.293,0,88,326,439,199
925.319,0,89,329,441,199
946.268,0,88,329,439,199
967.244,0,87,327,430,197
988.226,0,88,345,420,200
1009.381,0,88,341,408,200
1030.195,0,89,351,415,199
1051.235,0,89,348,417,203
1072.210,0,89,354,414,203
1093.205,0,89,358,415,207
1114.203,0,87,390,408,201
1135.188,0,89,375,417,202
1156.202,0,91,383,421,202
1177.195,1,88,373,424,202
1198.203,0,89,375,422,207
1219.267,0,91,375,417,207
1240.190,0,87,343,431,206
1261.214,0,88,379,426,210
1282.201,0,87,377,427,212
1303.210,0,88,387,428,208
1324.651,1,89,356,431,211
1345.229,0,87,356,415,207
1366.301,0,89,398,422,206
1387.254,0,86,397,417,204
1408.336,0,88,388,415,206
1429.241,0,88,391,418,203
1450.243,0,88,390,420,203
1473.403,0,89,391,421,200
1492.253,0,88,389,417,200
1513.210,0,88,388,412,201
1534.216,0,88,385,415,200
1555.243,0,89,388,416,201
1576.283,0,90,380,413,201
1597.212,0,88,358,412,205
1618.212,0,88,380,410,201
1639.211,0,88,379,414,201
1660.316,0,86,382,409,203
1681.220,0,86,380,416,205
1702.247,0,88,377,412,200
1723.263,0,87,371,413,201
1744.283,0,87,371,415,200
1765.237,0,88,371,414,204
1786.228,0,87,372,412,210
1807.314,0,88,376,411,209
1828.244,0,90,375,412,207
1849.270,0,88,373,414,203
1870.199,0,87,386,413,201
1891.474,0,88,386,414,197
1912.307,0,87,384,423,198
1933.183,0,89,383,421,195
1954.431,0,89,384,413,192
1975.275,0,88,386,402,194
1996.269,0,88,376,372,191
2017.322,0,87,367,373,189
