# BSL Gesture Data
"# User: 004, Gesture: 6 (Six), Sample: 2"
timestamp_ms,thumb,index,middle,ring,pinky
2.213,0,77,338,64,0
22.434,0,76,345,65,0
43.441,0,78,368,67,0
64.430,0,77,356,66,0
85.406,0,75,328,66,0
106.423,0,79,270,71,0
127.527,0,74,310,68,0
148.427,0,70,310,58,0
169.692,0,71,206,61,0
190.482,0,71,240,62,0
211.439,0,79,196,65,0
232.441,0,86,161,42,0
253.577,0,88,251,36,0
274.555,0,87,235,31,0
295.478,0,57,234,0,0
320.207,31,125,225,1,0
337.484,28,199,359,200,8
358.550,27,450,431,252,8
379.761,28,503,453,263,12
400.461,0,549,469,360,40
421.453,0,559,468,317,51
442.492,0,576,520,346,63
463.469,0,597,508,393,68
484.460,0,596,489,425,83
505.456,0,598,485,401,98
526.471,0,589,502,431,183
547.467,0,589,484,435,212
568.462,0,598,495,466,224
589.418,0,596,497,461,237
610.540,0,592,511,467,234
631.500,0,595,514,451,227
652.572,0,596,515,449,233
673.421,0,604,526,451,230
694.595,0,607,514,433,234
715.514,0,607,519,441,234
736.452,0,601,511,433,234
757.427,0,599,516,430,234
779.644,0,596,519,433,240
799.657,0,599,524,428,236
820.439,0,599,530,426,235
841.493,0,598,532,412,238
862.452,0,597,531,390,233
885.243,0,598,530,391,232
905.816,0,597,531,390,231
925.682,0,599,521,389,233
946.438,0,597,520,388,228
967.425,0,596,521,389,227
988.700,0,597,519,391,226
1009.425,0,596,520,391,230
1030.437,0,598,522,390,233
1051.416,0,598,519,392,227
1072.400,0,601,521,392,228
1093.390,0,597,521,390,229
1114.431,0,599,522,389,228
1135.422,0,600,522,391,231
1156.418,0,599,527,392,229
1177.421,0,597,523,391,233
1198.448,0,600,523,391,226
1219.420,0,600,524,391,231
1240.418,0,595,524,392,229
1262.474,0,596,525,392,227
1282.450,0,593,525,395,231
1303.410,0,594,524,393,233
1324.409,0,591,527,391,229
1345.588,0,590,525,392,230
1366.494,0,593,525,392,227
1387.469,0,596,525,393,231
1408.437,0,597,524,392,226
1429.483,0,600,524,393,227
1450.457,0,598,524,393,229
1471.443,0,598,525,393,231
1492.369,0,598,525,391,234
1513.378,0,600,526,392,231
1534.465,0,600,526,393,229
1555.447,0,599,524,392,231
1576.434,0,602,526,392,229
1598.071,0,596,524,393,227
1618.723,0,598,525,391,224
1639.454,0,597,523,392,225
1660.783,2,596,522,393,227
1681.566,0,598,521,395,226
1702.848,0,595,524,391,225
1723.412,0,602,522,393,226
1744.435,0,598,519,393,230
1765.455,0,594,518,394,230
1786.481,0,595,521,393,224
1807.415,0,596,522,394,224
1828.485,0,597,524,394,225
1849.498,0,598,519,392,226
1870.417,0,602,517,394,226
1891.491,0,596,518,393,227
1912.389,0,595,521,393,222
1933.446,0,596,518,391,226
1954.539,0,597,519,391,228
1976.399,0,597,519,390,223
2003.788,0,597,519,391,225
