# BSL Gesture Data
"# User: 004, Gesture: 7 (Seven), Sample: 7"
timestamp_ms,thumb,index,middle,ring,pinky
1.742,0,86,204,0,0
22.214,0,85,199,0,0
43.591,0,83,192,1,0
64.220,0,84,192,2,0
85.304,0,83,195,4,0
106.269,0,84,186,3,0
127.277,0,88,192,9,0
148.290,0,88,189,13,0
169.317,0,111,238,11,2
190.255,0,89,316,5,5
211.321,0,87,373,180,10
232.261,0,85,438,202,16
253.240,0,87,454,446,37
274.358,0,90,469,478,56
295.279,0,107,469,439,41
316.284,0,103,498,473,68
337.311,0,98,501,484,156
358.243,0,96,508,493,180
379.230,0,95,499,488,199
401.496,0,97,509,486,210
421.215,0,95,515,489,214
442.221,0,97,510,489,218
463.263,0,95,509,493,219
484.345,0,97,508,489,218
505.332,0,93,509,490,219
526.255,0,92,511,488,220
547.662,0,91,512,487,219
568.390,0,89,511,486,218
589.927,0,89,511,486,220
610.325,0,89,511,486,221
631.463,0,91,508,486,221
652.837,0,92,512,486,220
673.208,0,93,513,485,222
694.345,0,95,513,486,222
715.316,0,95,513,486,222
737.035,0,93,513,485,221
757.323,0,94,514,485,222
778.353,0,90,515,485,222
799.363,0,92,514,484,221
820.759,0,94,513,485,221
841.538,0,93,511,485,221
862.290,0,91,515,486,221
883.492,0,92,513,486,221
904.353,0,91,511,484,221
925.319,0,91,510,485,222
946.393,0,92,510,483,221
967.344,0,91,509,482,221
988.203,0,91,508,483,221
1009.306,0,88,504,483,221
1030.258,0,90,499,482,225
1051.268,0,84,505,483,223
1072.291,0,85,509,481,220
1093.281,0,86,505,475,222
1114.276,0,88,504,482,220
1135.173,0,88,501,480,221
1156.168,0,83,502,484,220
1177.288,0,86,508,482,221
1198.276,0,82,509,481,221
1219.316,0,85,508,484,223
1240.295,0,85,503,483,223
1261.317,0,84,504,482,222
1282.272,0,79,508,482,223
1303.389,0,83,511,481,222
1324.490,0,84,513,483,222
1345.345,0,82,513,483,222
1366.334,0,84,514,483,222
1387.349,0,85,515,482,223
1408.339,0,83,514,482,222
1429.351,0,83,514,482,225
1450.191,0,83,512,479,222
1471.198,0,83,512,476,221
1492.825,0,83,513,478,221
1513.393,0,80,512,475,223
1534.347,0,85,512,475,221
1559.053,0,85,514,468,221
1576.405,0,84,517,472,221
1597.556,0,84,516,471,221
1618.206,0,85,517,474,220
1639.306,1,86,518,477,221
1660.276,0,86,519,479,221
1681.328,0,87,517,477,220
1702.335,0,83,517,478,221
1723.218,0,85,520,476,219
1744.161,0,84,519,479,220
1765.203,0,85,519,476,220
1786.209,0,87,522,474,221
1807.177,0,87,509,476,220
1828.504,0,84,518,476,221
1849.564,0,87,514,479,221
1870.200,0,90,516,477,219
1891.219,0,90,516,479,221
1912.192,0,90,516,478,223
1933.259,0,88,518,479,222
1954.214,0,89,518,479,222
1975.176,0,92,517,479,223
1996.221,0,88,522,480,221
2017.246,0,91,522,478,221
